STATIONS_ID	NAME	FEDERAL_STATE
03135	Mainhardt-Ziegelbronn	Baden-Württemberg
03137	Mainz-Lerchenberg (ZDF)	Rheinland-Pfalz
03138	Mainz-Finthen	Rheinland-Pfalz
03139	Maisach-Gernlinden	Bayern
03145	Malente, Bad-Gremsmühlen	Schleswig-Holstein
03147	Mallersdorf-Pfaffenberg-Oberlindhart	Bayern
03155	Manderscheid-Sonnenhof	Rheinland-Pfalz
03158	Manschnow	Brandenburg
03160	Vatterode-Gräfenstuhl	Sachsen-Anhalt
03164	Cölbe, Kr. Marburg-Biedenkopf	Hessen
03166	Marienberg	Sachsen
03167	Marienberg, Bad	Rheinland-Pfalz
03170	Marienleuchte	Schleswig-Holstein
03181	Markt Erlbach-Hagenhofen	Bayern
03196	Marnitz	Mecklenburg-Vorpommern
03204	Martinroda	Thüringen
03211	Mauth-Finsterau	Bayern
03212	Mayen	Rheinland-Pfalz
03222	Meerbeck	Niedersachsen
03223	Meersburg	Baden-Württemberg
03226	Aschersleben-Mehringen	Sachsen-Anhalt
03227	Meinberg, Bad	Nordrhein-Westfalen
03228	Meinerzhagen (A)	Nordrhein-Westfalen
03231	Meiningen	Thüringen
03234	Klipphausen-Garsebach	Sachsen
03236	Melle	Niedersachsen
03244	Memmingen	Bayern
03245	Memmingen (Flugplatz)	Bayern
03246	Mendig	Rheinland-Pfalz
03253	Sankt Blasien-Menzenschwand	Baden-Württemberg
03254	Meppen	Niedersachsen
03256	Merdingen	Baden-Württemberg
03257	Mergentheim, Bad	Baden-Württemberg
03265	Mespelbrunn	Bayern
03268	Meßstetten-Appental	Baden-Württemberg
03271	Metten	Bayern
03274	Mettlach-Orscholz (Kurort)	Saarland
03278	Metzingen	Baden-Württemberg
03284	Michelstadt	Hessen
03287	Michelstadt-Vielbrunn	Hessen
03289	Schmieritz-Weltwitz	Thüringen
03291	Miltenberg	Bayern
03300	Mittel-Gründau	Hessen
03307	Mittenwald-Buckelwiesen	Bayern
03313	Modautal-Neunkirchen	Hessen
03317	Mölln	Schleswig-Holstein
03319	Röllbach	Bayern
03320	Mönchengladbach	Nordrhein-Westfalen
03321	Mönchengladbach-Hilderath	Nordrhein-Westfalen
03340	Montabaur	Rheinland-Pfalz
03348	Moringen-Lutterbeck	Niedersachsen
03358	Mücka	Sachsen
03362	Mühlacker	Baden-Württemberg
03366	Mühldorf	Bayern
03369	Mühlenrade	Schleswig-Holstein
03370	Mühlhausen	Thüringen
03376	Müncheberg	Brandenburg
03379	München-Stadt	Bayern
03382	München-Bogenhausen	Bayern
03383	München-Botanischer Garten	Bayern
03385	München-Nymphenburg	Bayern
03388	München-Perlach	Bayern
03390	München-Riem	Bayern
03402	Münsingen-Apfelstetten	Baden-Württemberg
03404	Münster	Nordrhein-Westfalen
03419	Leutenberg-Steinsdorf	Thüringen
03425	Murrhardt	Baden-Württemberg
03426	Muskau, Bad	Sachsen
03432	Nagold	Baden-Württemberg
03442	Nauheim, Bad	Hessen
03478	Neubrandenburg	Mecklenburg-Vorpommern
03484	Neuburg an der Donau	Bayern
03485	Neuburg/Kammel-Langenhaslach	Bayern
03486	Neudenau	Baden-Württemberg
03490	Neuenahr, Bad-Ahrweiler	Rheinland-Pfalz
03493	Neuenburg-Zinken	Baden-Württemberg
03509	Stechlin-Menz	Brandenburg
03513	Neuhaus am Rennweg	Thüringen
03518	Neuhausen ob Eck	Baden-Württemberg
03519	Neuhausen ob Eck-Unterschwandorf	Baden-Württemberg
03527	Neukirchen-Hauptschwenda	Hessen
03532	Neuland	Schleswig-Holstein
03534	Neumarkt-Höhenberg	Bayern
03537	Neumünster	Schleswig-Holstein
03540	Neunkirchen-Seelscheid-Krawinkel	Nordrhein-Westfalen
03541	Neunkirchen-Seelscheid-Meisenbach	Nordrhein-Westfalen
03542	Neunkirchen/Saar	Saarland
03545	Neunkirchen-Wellesweiler	Saarland
03552	Neuruppin	Brandenburg
03565	Neustadt/Aisch	Bayern
03571	Neustadt am Kulm-Filchendorf	Bayern
03575	Neustadt/Weinstraße	Rheinland-Pfalz
03576	Neustadt/Weinstraße (Heidehof)	Rheinland-Pfalz
03577	Neustrelitz	Mecklenburg-Vorpommern
03578	Regensburg-Burgweinting	Bayern
03590	Nidderau-Windecken	Hessen
03591	Nideggen-Schmidt	Nordrhein-Westfalen
03595	Niederelbert	Rheinland-Pfalz
03603	Niederstetten	Baden-Württemberg
03605	Niederstotzingen	Baden-Württemberg
03612	Nienburg	Niedersachsen
03621	Reimlingen	Bayern
03623	Nörvenich-Niederbolheim	Nordrhein-Westfalen
03631	Norderney	Niedersachsen
03639	Nordholz-Wanhöden	Niedersachsen
03640	Nordhorn-Blanke	Niedersachsen
03651	Northeim-Stöckheim	Niedersachsen
03657	Nümbrecht auf dem Lindchen	Nordrhein-Westfalen
03658	Nümbrecht-Distelkamp	Nordrhein-Westfalen
03659	Nürburg	Rheinland-Pfalz
03660	Nürburg-Barweiler	Rheinland-Pfalz
03661	Nürnberg (Hochhaus)	Bayern
03666	Nürnberg-Buchenbuehl	Bayern
03667	Nürnberg-Netzstall	Bayern
03668	Nürnberg	Bayern
03671	Nürtingen	Baden-Württemberg
03672	Nufringen	Baden-Württemberg
03679	Kiefersfelden-Gach	Bayern
03694	Oberhof	Thüringen
03702	Münstertal-Obermünstertal	Baden-Württemberg
03705	Oberndorf/Neckar-Aistaig	Baden-Württemberg
03722	Oberschleißheim	Bayern
03727	Oberstaufen-Kalzhofen	Bayern
03730	Oberstdorf	Bayern
03734	Obersulm-Willsbach	Baden-Württemberg
03735	Obertaufkirchen	Bayern
03739	Oberviechtach	Bayern
03744	Oberweser-Gieselwerder	Hessen
03751	Ochsenhausen-Mittelbuch	Baden-Württemberg
03752	Ochsenkopf	Bayern
03753	Ochtrup	Nordrhein-Westfalen
03761	Öhringen	Baden-Württemberg
03775	Offenbach/Main (Zentrallabor)	Hessen
03776	Offenbach/M. (Stadt)	Hessen
03777	Offenburg	Baden-Württemberg
03788	Olbersdorf	Sachsen
03790	Oldenburg (A)	Niedersachsen
03791	Oldenburg	Niedersachsen
03811	Oschatz	Sachsen
03815	Osnabrück	Niedersachsen
03818	Osterburg	Sachsen-Anhalt
03821	Osterfeld	Sachsen-Anhalt
03825	Osterhof	Saarland
03836	Ostheim v.d. Rhön	Bayern
03856	Oy-Mittelberg	Bayern
03857	Oy-Mittelberg-Petersthal	Bayern
03867	Papenburg	Niedersachsen
03875	Parsberg/Oberpfalz-Eglwang	Bayern
03878	Passau-Maierhof	Bayern
03879	Passau-Oberhaus	Bayern
03883	Pausa-Unterreichenau	Sachsen
03897	Pelzerhaken	Schleswig-Holstein
03903	Perl-Besch	Saarland
03904	Perl-Nennig	Saarland
03905	Perl-Sinz-Renglischberg	Saarland
03915	Petkus	Brandenburg
03921	Pferdsfeld	Rheinland-Pfalz
03922	Pfofeld-Langlau	Bayern
03924	Pforzheim-Eutingen	Baden-Württemberg
03925	Pforzheim-Ispringen	Baden-Württemberg
03927	Pfullendorf	Baden-Württemberg
03929	Philippsburg	Baden-Württemberg
03939	Pirmasens	Rheinland-Pfalz
03946	Plauen	Sachsen
03954	Plön (Max-Planck-Institut)	Schleswig-Holstein
03955	Plön (See)	Schleswig-Holstein
03974	Pommelsbrunn	Bayern
03975	Pommelsbrunn-Mittelburg	Bayern
03987	Potsdam	Brandenburg
03988	Potsdam (Säkularstation)	Brandenburg
04005	Prien-Stock	Bayern
04018	Puch	Bayern
04024	Putbus	Mecklenburg-Vorpommern
04029	Quakenbrück	Niedersachsen
04032	Quedlinburg	Sachsen-Anhalt
04036	Querfurt-Mühle Lodersleben	Sachsen-Anhalt
04038	Quickborn (Kurzer Kamp)	Schleswig-Holstein
04039	Quickborn	Schleswig-Holstein
04053	Radolfzell-Markelfingen	Baden-Württemberg
04063	Rahden-Kleinendorf	Nordrhein-Westfalen
04066	Raisting	Bayern
04077	Rastatt	Baden-Württemberg
04079	Rastenberg	Thüringen
04091	Rauschberg bei Ruhpolding	Bayern
04094	Weingarten, Kr. Ravensburg	Baden-Württemberg
04100	Recklinghausen	Nordrhein-Westfalen
04104	Regensburg	Bayern
04125	Reichenhall, Bad	Bayern
04127	Reichshof-Eckenhagen	Nordrhein-Westfalen
04149	Marienberg-Reitzenhain	Sachsen
04152	Remetschwiel	Baden-Württemberg
04154	Remscheid-Lennep	Nordrhein-Westfalen
04156	Rendsburg	Schleswig-Holstein
04157	Rengsdorf (Kurort)	Rheinland-Pfalz
04160	Renningen-Ihinger Hof	Baden-Württemberg
04166	Reutlingen-Betzingen	Baden-Württemberg
04169	Rheinau-Memprechtshofen	Baden-Württemberg
04174	Rheine-Bentlage	Nordrhein-Westfalen
04175	Rheinfelden	Baden-Württemberg
04177	Rheinstetten	Baden-Württemberg
04189	Altheim, Kreis Biberach	Baden-Württemberg
04222	Rodewisch	Sachsen
04225	Roding-Wetterfeld	Bayern
04233	Röhrigshof bei Schlüchtern	Hessen
04240	Roetgen	Nordrhein-Westfalen
04261	Rosenheim	Bayern
04270	Rostock	Mecklenburg-Vorpommern
04271	Rostock-Warnemünde	Mecklenburg-Vorpommern
04275	Rotenburg (Wümme)	Niedersachsen
04278	Roth bei Nürnberg	Bayern
04279	Roth bei Prüm	Rheinland-Pfalz
04280	Roth	Bayern
04287	Rothenburg ob der Tauber	Bayern
04288	Rothenfelde, Bad	Niedersachsen
04293	Rottach-Egern	Bayern
04294	Rottenburg-Kiebingen	Baden-Württemberg
04300	Rottweil	Baden-Württemberg
04301	Kreuznach, Bad	Rheinland-Pfalz
04318	Ruhpolding	Bayern
04320	Ruhwinkel	Schleswig-Holstein
04323	Ruppertsecken	Rheinland-Pfalz
04327	Rusel-Irlmoos	Bayern
04330	Rutesheim	Baden-Württemberg
04332	Saalfeld	Thüringen
04333	Saara-Großsaara	Thüringen
04335	Saarbrücken (Röchling)	Saarland
04336	Saarbrücken-Ensheim	Saarland
04338	Saarbrücken (Wasserwerk)	Saarland
04339	Saarbrücken-Sankt Johann	Saarland
04343	Saarlouis	Saarland
04347	Sachsa, Bad	Niedersachsen
04349	Sachsenheim	Baden-Württemberg
04350	Säckingen, Bad (Bergseestr.)	Baden-Württemberg
04354	Saldenburg-Entschenreuth	Bayern
04364	Salzgitter-Ringelheim	Niedersachsen
04367	Salzhemmendorf-Lauenstein	Niedersachsen
04371	Salzuflen, Bad	Nordrhein-Westfalen
04373	Salzwedel	Sachsen-Anhalt
04377	Sandberg	Bayern
04386	Sankt Blasien	Baden-Württemberg
04390	Sankt Märgen	Baden-Württemberg
04391	Sankt Michaelisdonn	Schleswig-Holstein
04393	Sankt Peter-Ording	Schleswig-Holstein
04396	Sankt Wendel-Hof	Saarland
04397	Sankt Wendel-Urweiler	Saarland
04401	Sassendorf, Bad-Ostinghausen	Nordrhein-Westfalen
04411	Schaafheim-Schlierbach	Hessen
04419	Schallstadt-Mengen	Baden-Württemberg
04424	Schauinsland (UBA)	Baden-Württemberg
04425	Schaumberg-Tholey	Saarland
04429	Scheidegg	Bayern
04433	Schemmerhofen-Ingerkingen	Baden-Württemberg
04436	Schenklengsfeld	Hessen
04438	Scheßlitz	Bayern
04442	Schieder	Nordrhein-Westfalen
04445	Wernigerode-Schierke	Sachsen-Anhalt
04464	Schleiz	Thüringen
04466	Schleswig	Schleswig-Holstein
04468	Schleswig-Stadtfeld	Schleswig-Holstein
04469	Schleusingen	Thüringen
04471	Schliersee (A)	Bayern
04474	Schlossböckelheim	Rheinland-Pfalz
04477	Schluchsee	Baden-Württemberg
04479	Schlüchtern-Kloster Gomfritz	Hessen
04480	Schlüchtern-Herolz	Hessen
04484	Schmalenbeck	Schleswig-Holstein
04485	Schmalkalden, Kurort	Thüringen
04489	Schmatzfeld	Sachsen-Anhalt
04490	Schmelz-Hüttersdorf	Saarland
04496	Schmiedeberg, Bad	Sachsen-Anhalt
04501	Schmücke	Thüringen
04505	Schnarrtanne-Vogelsgrün	Sachsen
04508	Schneifelforsthaus	Rheinland-Pfalz
04517	Schömberg, Kr. Calw	Baden-Württemberg
04548	Schönwald/Ofr.-Brunn	Bayern
04549	Schönwald/Schwarzwald	Baden-Württemberg
04556	Schonach	Baden-Württemberg
04557	Schopfheim-Eichen	Baden-Württemberg
04559	Schorndorf-Knöbling	Bayern
04560	Schotten	Hessen
04571	Schulenberg	Niedersachsen
04576	Schwabach (A)	Bayern
04581	Schwäbisch Gmünd-Strassdorf	Baden-Württemberg
04582	Schwäbisch Hall-Bibersfeld	Baden-Württemberg
04583	Schwäbisch Gmünd (Wind)	Baden-Württemberg
04584	Schwaigermoos	Bayern
04586	Schwalbach, Bad	Hessen
04592	Schwandorf	Bayern
04593	Schwanebeck	Sachsen-Anhalt
04597	Schwangau-Horn	Bayern
04605	Schwarzburg	Thüringen
04606	Schwarze Pumpe	Brandenburg
04612	Schwarzenberg	Sachsen
04621	Schweinfurt-Gartenstadt	Bayern
04625	Schwerin	Mecklenburg-Vorpommern
04629	Schwesing	Schleswig-Holstein
04642	Seehausen	Sachsen-Anhalt
04649	Seelscheid	Nordrhein-Westfalen
04651	Seesen	Niedersachsen
04656	Segeberg, Bad	Schleswig-Holstein
04663	Selb/Selbbach	Bayern
04664	Selb/Oberfranken-Wildenau	Bayern
04665	Selbach (Tholey)	Saarland
04678	Sengwarden	Niedersachsen
04692	Siegen (Kläranlage)	Nordrhein-Westfalen
04702	Sigmaringen (Flugplatz)	Baden-Württemberg
04703	Sigmaringen-Laiz	Baden-Württemberg
04704	Sigmarszell-Zeisertsweiler	Bayern
04705	Silberhütte	Bayern
04706	Simbach/Inn	Bayern
04709	Simmern-Wahlbach	Rheinland-Pfalz
04719	Sinsheim	Baden-Württemberg
04729	Steinau-Seidenroth	Hessen
04735	Söllingen	Baden-Württemberg
04741	Solingen-Hohenscheid	Nordrhein-Westfalen
04745	Soltau	Niedersachsen
04748	Sondershausen	Thüringen
04752	Sonneberg-Neufang	Thüringen
04763	Sontra	Hessen
04765	Sooden-Allendorf, Bad	Hessen
04775	Speinshart	Bayern
04782	Spören-Prussendorf	Sachsen-Anhalt
04806	Stadtilm	Thüringen
04813	Staffelstein, Bad-Stublang	Bayern
04818	Stammbach-Querenbach	Bayern
04837	Stegen	Baden-Württemberg
04841	Steinau, Kr. Cuxhaven	Niedersachsen
04847	Steinberg	Niedersachsen
04857	Mittelnkirchen-Hohenfelde	Niedersachsen
04878	Oberharz am Brocken-Stiege	Sachsen-Anhalt
04880	Stimpfach-Weipertshofen	Baden-Württemberg
04881	Stockach	Baden-Württemberg
04886	Störsperrwerk	Schleswig-Holstein
04887	Stötten	Baden-Württemberg
04896	Wagersrott	Schleswig-Holstein
04911	Straubing	Bayern
04919	Strucklahnungshörn	Schleswig-Holstein
04926	Stuttgart (Neckartal)	Baden-Württemberg
04927	Stuttgart-Stadt	Baden-Württemberg
04928	Stuttgart (Schnarrenberg)	Baden-Württemberg
04929	Stuttgart (Schnarrenberg Aero)	Baden-Württemberg
04931	Stuttgart-Echterdingen	Baden-Württemberg
04933	Stuttgart-Hohenheim	Baden-Württemberg
04939	Suderode, Bad	Sachsen-Anhalt
04945	Sülzhayn	Thüringen
04947	Süpplingen	Niedersachsen
04963	Sundhausen	Thüringen
04966	Tabarz/Thüringer Wald	Thüringen
04977	Tangermünde	Sachsen-Anhalt
04978	Tann/Rhön	Hessen
04987	Tauberbischofsheim-Dittigheim	Baden-Württemberg
04996	Tegernsee	Bayern
04997	Starkenberg-Tegkwitz	Thüringen
05009	Teterow	Mecklenburg-Vorpommern
05014	Worpswede-Hüttenbusch	Niedersachsen
05017	Teuschnitz	Bayern
05024	Möckern-Räckendorf	Sachsen-Anhalt
05029	Tholey	Saarland
05032	Thüngersheim	Bayern
05039	Tiefenort	Thüringen
05046	Tirschenreuth-Lodermühl	Bayern
05047	Titisee-Neustadt-Langenordnach	Baden-Württemberg
05049	Titisee-Neustadt-Titisee	Baden-Württemberg
05059	Todtmoos	Baden-Württemberg
05063	Tölz, Bad	Bayern
05064	Tönisvorst	Nordrhein-Westfalen
05067	Torfhaus im Solling	Niedersachsen
05068	Torgau	Sachsen
05074	Traunstein-Sparz	Bayern
05075	Traunstein-Axdorf	Bayern
05078	Travemünde	Schleswig-Holstein
05088	Trent	Mecklenburg-Vorpommern
05094	Triberg	Baden-Württemberg
05095	Triberg (Kurpark)	Baden-Württemberg
05097	Tribsees	Mecklenburg-Vorpommern
05099	Trier-Zewen	Rheinland-Pfalz
05100	Trier-Petrisberg	Rheinland-Pfalz
05105	Trochtelfingen	Baden-Württemberg
05107	Trochtelfingen-Wilsingen	Baden-Württemberg
05109	Trollenhagen	Mecklenburg-Vorpommern
05111	Trostberg	Bayern
05120	Tübingen	Baden-Württemberg
05127	Tuttlingen	Baden-Württemberg
05128	Tuttlingen-Möhringen-Vorstadt	Baden-Württemberg
05133	Twistetal-Mühlhausen	Hessen
05138	Überlingen/Bodensee	Baden-Württemberg
05142	Ueckermünde	Mecklenburg-Vorpommern
05146	Uelzen	Niedersachsen
05149	Gollhofen	Bayern
05154	Ulm-Wilhelmsburg	Baden-Württemberg
05155	Ulm	Baden-Württemberg
05158	Ummendorf	Sachsen-Anhalt
05165	Unterlüß	Niedersachsen
05185	Uttenreuth	Bayern
05226	Vilgertshofen	Bayern
05229	Villingen-Schwenningen	Baden-Württemberg
05236	Visbek	Niedersachsen
05244	Völklingen-Stadt	Saarland
05245	Völklingen (Kraftwerk-Fenne)	Saarland
05249	Vogtareuth (A)	Bayern
05250	Vogtsburg-Oberrotweil	Baden-Württemberg
05252	Voldagsen	Niedersachsen
05267	Wackersleben	Sachsen-Anhalt
05275	Waghäusel-Kirrlach	Baden-Württemberg
05277	Wahlen	Hessen
05279	Wesertal-Lippoldsberg	Hessen
05280	Wittenborn	Schleswig-Holstein
05282	Wahnsdorf bei Dresden	Sachsen
05284	Waiblingen	Baden-Württemberg
05289	Waldachtal-Lützenhardt	Baden-Württemberg
05291	Waldau-Jostal	Baden-Württemberg
05296	Waldeck	Hessen
05300	Waldems-Reinborn	Hessen
05306	Waldhäuser (National Park)	Bayern
05308	Waldhof (Lüneburger Heide UBA)	Niedersachsen
05317	Waldsassen	Bayern
05319	Waldsee, Bad-Reute	Baden-Württemberg
05320	Waldshut	Baden-Württemberg
05327	Walldürn	Baden-Württemberg
05335	Waltershausen	Thüringen
05344	Wangerooge	Niedersachsen
05347	Warburg	Nordrhein-Westfalen
05349	Waren (Müritz)	Mecklenburg-Vorpommern
05361	Wartenberg-Angersbach	Hessen
05369	Wasserburg	Bayern
05371	Wasserkuppe	Hessen
05377	Watzmannhaus	Bayern
05397	Weiden	Bayern
05398	Weidenbach, Kr.Ansbach	Bayern
05403	Weigenheim-Reusch	Bayern
05404	Weihenstephan-Dürnast	Bayern
05410	Weilburg (Kläranlage)	Hessen
05412	Weilheim-Bierbronnen	Baden-Württemberg
05419	Weimar	Thüringen
05424	Weimar-Schöndorf	Thüringen
05426	Weinbiet	Rheinland-Pfalz
05429	Weinsberg	Baden-Württemberg
05431	Weisen bei Wittenberge	Sachsen-Anhalt
05433	Weiskirchen/Saar	Saarland
05434	Weismain	Bayern
05435	Weissach	Baden-Württemberg
05440	Weißenburg-Emetzheim	Bayern
05442	Weißenfels	Sachsen-Anhalt
05445	Weißensee-Ottenhausen	Thüringen
05453	Weisweil-Waldeckhof	Baden-Württemberg
05460	Wellendingen	Baden-Württemberg
05463	Wellmitz	Brandenburg
05467	Wendelstein	Bayern
05480	Werl	Nordrhein-Westfalen
05488	Mühlhausen, Kr. Schweinfurt	Bayern
05490	Wernigerode	Sachsen-Anhalt
05498	Wertheim-Eichel	Baden-Württemberg
05514	Westerland	Schleswig-Holstein
05515	Westerland (UBA)	Schleswig-Holstein
05516	Fehmarn	Schleswig-Holstein
05533	Wieda	Niedersachsen
05538	Wielenbach (Demollstr.)	Bayern
05540	Wiesbaden (Süd)	Hessen
05541	Wiesbaden-Auringen	Hessen
05543	Wiesbaden-Dotzheim	Hessen
05546	Wiesenburg	Brandenburg
05559	Wildbad, Bad-Calmbach	Baden-Württemberg
05560	Wildbad, Bad-Sommerberg	Baden-Württemberg
05562	Neubulach-Oberhaugstett	Baden-Württemberg
05564	Wildenrath	Nordrhein-Westfalen
05568	Wildungen, Bad	Hessen
05575	Wilhelmshaven	Niedersachsen
05582	Willingen/Upland	Hessen
05583	Willingen/Upland-Usseln	Hessen
05609	Winterbach, Rems-Murr-Kreis	Baden-Württemberg
05610	Winterberg	Nordrhein-Westfalen
05624	Wismar	Mecklenburg-Vorpommern
05629	Wittenberg	Sachsen-Anhalt
05640	Wittmundhafen	Niedersachsen
05642	Wittstock	Brandenburg
05643	Wittstock-Rote Mühle	Brandenburg
05644	Witzenhausen	Hessen
05654	Wörnitz-Bottenweiler	Bayern
05663	Woldegk	Mecklenburg-Vorpommern
05664	Wolfach	Baden-Württemberg
05665	Wolfegg	Baden-Württemberg
05675	Wolfsburg	Niedersachsen
05676	Wolfsburg (Südwest)	Niedersachsen
05681	Wolfstein/Pfalz	Rheinland-Pfalz
05688	Dachsberg-Wolpadingen	Baden-Württemberg
05692	Worms	Rheinland-Pfalz
05703	Würzburg/Main	Bayern
05705	Würzburg	Bayern
05707	Würzburg (Physikalisches-Institut)	Bayern
05715	Wunstorf	Niedersachsen
05717	Wuppertal-Buchenhofen	Nordrhein-Westfalen
05719	Remscheid	Nordrhein-Westfalen
05728	Wustrau-Ziethenhorst	Brandenburg
05731	Wutöschingen-Ofteringen	Baden-Württemberg
05732	Wrixum/Föhr	Schleswig-Holstein
05745	Zehdenick	Brandenburg
05750	Zeitz	Sachsen-Anhalt
05761	Zerbst	Sachsen-Anhalt
05778	Zinnowitz	Mecklenburg-Vorpommern
05779	Zinnwald-Georgenfeld	Sachsen
05781	Zittau	Sachsen
05792	Zugspitze	Bayern
05797	Lichtentanne	Sachsen
05800	Zwiesel	Bayern
05802	Zwieselberg	Bayern
05821	Bassum (A)	Niedersachsen
05822	Bassum	Niedersachsen
05825	Berge	Brandenburg
05832	Dannenberg	Niedersachsen
05839	Emden	Niedersachsen
05841	Enzklösterle (A)	Baden-Württemberg
05851	Frankenberg-Geismar	Hessen
05856	Fürstenzell	Bayern
05871	Hahn	Rheinland-Pfalz
05877	Putlos	Schleswig-Holstein
05885	Kirchheim/Teck-Ötlingen	Baden-Württemberg
05890	Kohlgrub, Bad (A)	Bayern
05898	Ludwigsburg	Baden-Württemberg
05904	Mainburg	Bayern
05906	Mannheim	Baden-Württemberg
05912	Malsfeld	Hessen
05920	Neuwied	Rheinland-Pfalz
05930	Schönhagen (Ostseebad)	Schleswig-Holstein
05941	Reit im Winkl	Bayern
05971	Welzheim (A)	Baden-Württemberg
06086	Melchow-Schönholz	Brandenburg
06091	Spiekeroog (SWN)	Niedersachsen
06093	Wendisch Evern	Niedersachsen
06095	Taubenheim-Seeligstadt	Sachsen
06096	Altmühlsee	Bayern
06097	Darßer Ort (SWN)	Mecklenburg-Vorpommern
06098	Stockach-Espasingen	Baden-Württemberg
06099	Gailingen	Baden-Württemberg
06101	Bastorf-Kägsdorf (SWN)	Mecklenburg-Vorpommern
06102	Lindau (SWN)	Bayern
06103	Mittenwald/Obb.	Bayern
06105	Ostenfeld (Rendsburg)	Schleswig-Holstein
06106	Rechlin	Mecklenburg-Vorpommern
06107	Sipplingen (SWN)	Baden-Württemberg
06108	Ruthenstrom	Niedersachsen
06109	Grambow-Schwennenz	Mecklenburg-Vorpommern
06110	Medow-Wussentin	Mecklenburg-Vorpommern
06112	Stralsund-Devin	Mecklenburg-Vorpommern
06129	Sohland/Spree	Sachsen
06136	Dillenburg-Niederscheld (Kläranlage)	Hessen
06157	Wangerland-Hooksiel	Niedersachsen
06158	Weidenbach-Weiherschneidbach	Bayern
06159	Dörpen	Niedersachsen
06163	Dörnick	Schleswig-Holstein
06170	Coschen	Brandenburg
06181	Kassel-Wilhelmshöhe	Hessen
06182	Mallersdorf-Pfaffenberg	Bayern
06183	Westerland (Wind)	Schleswig-Holstein
06184	Wilhelmshaven (Flugplatz)	Niedersachsen
06186	Nastätten	Rheinland-Pfalz
06189	Rotenburg (Wümme) (Flugplatz)	Niedersachsen
06192	Münster am Stein, Bad	Rheinland-Pfalz
06196	Selb-Spielberg	Bayern
06197	Lügde-Paenbruch	Nordrhein-Westfalen
06199	Steinhagen-Negast	Mecklenburg-Vorpommern
06211	Vogtareuth (Kläranlage)	Bayern
06217	Saarbrücken-Burbach	Saarland
06219	Dollnstein-Breitenfurt	Bayern
06221	Krummhörn (Hooge)	Niedersachsen
06238	Starnberg-Perchting	Bayern
06242	Mülheim-Kärlich	Rheinland-Pfalz
06243	Philippsburg KKW	Baden-Württemberg
06244	Obrigheim	Baden-Württemberg
06245	Neckarwestheim KKW	Baden-Württemberg
06247	Dogern (Leibstadt)	Baden-Württemberg
06253	Brandenburg/Havel	Brandenburg
06255	Perl/Saar	Saarland
06258	Friedrichshafen-Unterraderach	Baden-Württemberg
06259	Großerlach-Mannenweiler	Baden-Württemberg
06260	Ingelfingen-Stachenhausen	Baden-Württemberg
06262	Schwäbisch Gmünd-Weiler	Baden-Württemberg
06263	Singen	Baden-Württemberg
06264	Brilon-Thülen	Nordrhein-Westfalen
06265	Wusterwitz	Brandenburg
06266	Huy-Pabstorf	Sachsen-Anhalt
06272	Salzungen, Bad-Gräfen-Nitzendorf	Thüringen
06273	Demker	Sachsen-Anhalt
06275	Notzingen	Baden-Württemberg
06277	Wolfsburg (Schleuse)	Niedersachsen
06304	Pilsach-Litzlohe	Bayern
06305	Mühlhausen/Thüringen-Görmar	Thüringen
06310	Karlshagen	Mecklenburg-Vorpommern
06312	Markt Erlbach-Mosbach	Bayern
06314	Nossen	Sachsen
06336	Lohr/Main-Halsbach	Bayern
06337	Lüdinghausen-Brochtrup	Nordrhein-Westfalen
06344	Runkel-Ennerich	Hessen
06346	Maisach-Galgen	Bayern
06347	Schonungen-Mainberg	Bayern
07075	Elsendorf-Horneck	Bayern
07099	Liebenburg-Othfresen	Niedersachsen
07105	Siegsdorf-Höll	Bayern
07106	Bielefeld-Deppendorf	Nordrhein-Westfalen
07135	Aulendorf-Haslach	Baden-Württemberg
07187	Freudenberg/Main-Boxtal	Baden-Württemberg
07244	Neuglobsow (HM)	Brandenburg
07298	Hattstedt	Schleswig-Holstein
07308	Wielenbach	Bayern
07319	Donauwörth-Osterweiler	Bayern
07321	Olbersleben	Thüringen
07329	Treuen	Sachsen
07330	Arnsberg-Neheim	Nordrhein-Westfalen
07331	Hermaringen-Allewind	Baden-Württemberg
07341	Offenbach-Wetterpark	Hessen
07343	Deutschneudorf-Brüderwiese	Sachsen
07350	Prackenbach-Neuhäusl	Bayern
07351	Feldberg/Mecklenburg	Mecklenburg-Vorpommern
07364	Jeßnitz	Sachsen-Anhalt
07367	Alfeld	Niedersachsen
07368	Eisenach	Thüringen
07369	Feuchtwangen-Heilbronn	Bayern
07370	Waldmünchen	Bayern
07373	Borkum-Flugplatz	Niedersachsen
07374	Ahaus	Nordrhein-Westfalen
07389	Heckelberg	Brandenburg
07391	Oberzent-Beerfelden-Vogelherd	Hessen
07392	Aubstadt	Bayern
07393	Hoyerswerda	Sachsen
07394	Wunsiedel-Schönbrunn	Bayern
07395	Gottfrieding	Bayern
07396	Hoherodskopf/Vogelsberg	Hessen
07403	Leutkirch-Herlazhofen	Baden-Württemberg
07410	Neu-Ulrichstein	Hessen
07412	Neuhütten/Spessart	Bayern
07416	Birkelbach	Nordrhein-Westfalen
07419	Langenwetzendorf-Göttendorf	Thüringen
07420	Naumburg/Saale-Kreipitzsch	Sachsen-Anhalt
07424	Piding	Bayern
07427	Padenstedt (Pony-Park)	Schleswig-Holstein
07428	Veilsdorf	Thüringen
