0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.025434,1.1004479999999999,1.00663,0.780375,0.758336,0.731444,0.647129,0.670179,0.7168859999999999,0.7532810000000001,0.638637,0.671797,0.67948,0.793316,0.776129,0.773501,0.8799549999999999,0.9306760000000001,0.884805,0.8565139999999999,1.2071180000000001,1.041213,0.97291,0.8993540000000001,0.905331,0.8719690000000001,0.809896,0.816972,0.865701,0.93748,0.9890389999999999,0.925955,0.854985,0.931414,0.8865270000000001,0.8582200000000001,0.818185,0.8905709999999999,0.843258,0.814142,0.8529629999999999
0.906674,0.8910680000000001,0.860667,0.905661,0.878502,0.8249219999999999,0.760664,0.816408,0.779921,0.763097,0.759853,0.702285,0.720731,0.638975,0.619707,0.685014,0.649521,0.667977,0.6458699999999999,0.594964,1.202006,1.0787129999999998,0.991517,0.85626,0.900467,0.944471,0.9610989999999999,0.931198,0.889042,0.78061,0.8679629999999999,0.8760700000000001,0.9770030000000001,0.9879469999999999,1.004364,1.0201719999999999,1.013484,1.016727,0.9713280000000001,0.919443,0.8294549999999999
1.006428,1.0088540000000001,0.9455680000000001,0.874395,0.775927,0.720324,0.676245,0.722346,0.813131,0.775612,0.869417,0.925416,0.920969,0.968882,0.9023700000000001,0.8684059999999999,0.90338,0.938759,1.008708,1.0511629999999998,1.256764,1.365731,1.395651,1.1947,1.1419350000000001,1.077849,0.9516979999999999,0.875811,0.9570930000000001,1.002991,0.9552729999999999,0.886325,0.9120030000000001,0.9740770000000001,0.8919860000000001,0.9481959999999999,1.055561,1.02685,1.067086,1.033724,1.090541
0.621392,0.623211,0.572481,0.528624,0.643624,0.710522,0.781058,0.853009,0.8247129999999999,0.780856,0.7133510000000001,0.6288699999999999,0.6387729999999999,0.704661,0.669898,0.630891,0.56633,0.5251060000000001,0.634026,0.9859959999999999,1.209327,1.144046,1.1383860000000001,1.0979649999999999,1.029652,1.002973,0.9995379999999999,0.95952,0.9197049999999999,0.974678,0.9411280000000001,0.809353,0.803088,0.8631139999999999,0.918694,0.9611370000000001,0.98539,0.904546,0.8839309999999999,0.8752409999999999,0.8747780000000001
0.71628,0.7310399999999999,0.801606,0.8262729999999999,0.8489190000000001,0.7912939999999999,0.836181,0.842449,0.766828,0.758336,0.696667,0.710214,0.7405430000000001,0.733264,0.7690520000000001,0.719919,0.812322,0.8353719999999999,1.07704,1.157704,1.2193379999999998,1.113389,0.9095770000000001,0.804032,0.737308,0.8206120000000001,0.8620620000000001,0.870958,0.939097,1.0151219999999999,0.986411,0.889964,0.9629559999999999,1.002182,0.9882299999999999,0.7284109999999999,0.5644319999999999,0.5470430000000001,0.6077020000000001,0.730433,0.800797
0.790087,0.73298,0.692074,0.84283,0.8432350000000001,0.8557889999999999,0.887173,0.931517,0.863078,0.828707,0.949249,0.892928,1.012052,1.105852,1.036092,0.9874639999999999,1.004078,0.972065,0.99334,1.119975,1.342449,1.209127,1.012386,0.936809,1.004281,0.984424,0.804905,0.757696,0.7327739999999999,0.790114,0.675433,0.861295,0.897675,0.909801,0.882517,0.814608,0.7493270000000001,0.805917,0.776207,0.8301700000000001,0.804502
0.60075,0.593657,0.572177,0.735509,0.8321709999999999,0.9171549999999999,0.922221,0.8835209999999999,0.779983,0.7463489999999999,0.8209120000000001,0.822736,0.718996,0.679283,0.691034,0.844618,0.824357,0.924855,0.971052,1.103766,1.2148,1.176303,0.92445,0.712309,0.8259780000000001,0.8124020000000001,0.87339,0.916142,0.853448,0.864189,0.797721,0.9126209999999999,0.98456,0.9616610000000001,1.001177,0.893167,0.864999,0.9207270000000001,0.870065,0.836426,0.700451
0.591309,0.800848,0.797612,0.7968029999999999,0.940608,0.9523389999999999,0.917349,0.892066,0.842513,0.7832520000000001,0.8394790000000001,0.8677950000000001,0.8275459999999999,0.780824,0.809747,0.7574930000000001,0.8228340000000001,0.8191930000000001,0.812517,1.131742,1.245816,1.0229270000000001,1.017264,1.07693,1.095538,1.075717,0.9395969999999999,0.9060219999999999,0.9327200000000001,1.084818,1.081987,1.230444,1.184936,1.223163,1.1768459999999998,1.037894,1.091493,1.122236,1.104842,0.974992,0.916135
0.675873,0.626462,0.662508,0.749586,0.778139,0.80082,0.689036,0.666963,0.723665,0.73865,0.712729,0.808515,0.906933,0.9144260000000001,0.951967,0.9543969999999999,0.893855,0.849107,0.866116,1.163793,1.2539049999999998,1.128283,1.033052,1.0460200000000002,0.937107,0.9065280000000001,0.835448,0.858534,0.8212729999999999,0.89215,0.9927959999999999,1.050713,1.013654,0.914223,0.9059209999999999,0.899035,0.846181,0.8951879999999999,0.9322459999999999,0.87676,0.913008
0.9125549999999999,0.9305899999999999,0.909516,0.81509,0.70344,0.660483,0.710735,0.718435,0.793611,0.847864,0.937884,0.743896,0.652898,0.59068,0.5201520000000001,1.0152889999999999,0.9072870000000001,1.055815,1.0669600000000001,1.158549,1.2641200000000001,0.956932,0.861087,0.8835790000000001,0.796245,0.846498,0.833124,0.821574,0.763217,0.829477,0.856224,0.838642,0.834182,0.88365,0.820801,0.761804,0.7928229999999999,0.8893270000000001,0.995158,0.933119,0.9290639999999999
