name,theme,product_code,ages,piece_count,vip_points,price,dimension_1,dimension_2,dimension_3,url,date
Besuch des Weihnachtsmanns,LEGO® Icons™,10293,18+,1445,750,99.99,"H: 8"" (19cm)","B: 11"" (27cm)","T: 7"" (16cm)",/de-de/product/santa-s-visit-10293,2022-09-19
"NASA Apollo 11 Mondlandefähre",Creator Expert,10266,16+,1087,750,99.99,NA,NA,NA,/de-de/product/nasa-apollo-11-lunar-lander-10266,2022-09-19
Paradiesvogelblume,LEGO® Icons™,10289,18+,1173,750,99.99,NA,NA,NA,/de-de/product/bird-of-paradise-10289,2022-09-19
Fiat 500,LEGO® Icons™,10271,16+,960,600,79.99,"H: 5"" (11cm)","B: 5"" (11cm)","T: 10"" (24cm)",/de-de/product/fiat-500-10271,2022-09-19
Volkswagen T2 Campingbus,LEGO® Icons™,10279,18+,2207,1200,159.99,"H: 6"" (15cm)","B: 14"" (35cm)","T: 6"" (14cm)",/de-de/product/volkswagen-t2-camper-van-10279,2022-09-19
Queer Eye – Das Loft der Fab 5,LEGO® Icons™,10291,18+,974,450,99.99,"H: 4"" (9cm)","B: 14"" (35cm)","T: 9"" (21cm)",/de-de/product/queer-eye-the-fab-5-loft-10291,2022-09-19
Elfen-Klubhaus,LEGO® Icons™,10275,18+,1197,675,89.99,"H: 9"" (22cm)","T: 6"" (13cm)",NA,/de-de/product/elf-club-house-10275,2022-09-19
adidas Originals Superstar,Sonstiges,10282,18+,731,675,89.99,"H: 5"" (12cm)","B: 4"" (9cm)","T: 11"" (27cm)",/de-de/product/adidas-originals-superstar-10282,2022-09-19
Pickup,LEGO® Icons™,10290,18+,1677,975,129.99,"H: 6"" (14cm)","B: 13"" (33cm)","T: 6"" (14cm)",/de-de/product/pickup-truck-10290,2022-09-19
Blumenstrauß,LEGO® Icons™,10280,18+,756,450,59.99,NA,NA,NA,/de-de/product/flower-bouquet-10280,2022-09-19
Bonsai Baum,LEGO® Icons™,10281,18+,878,375,49.99,"H: 8"" (18cm)","B: 8"" (20cm)","T: 9"" (21cm)",/de-de/product/bonsai-tree-10281,2022-09-19
Orchidee,LEGO® Icons™,10311,18+,608,375,49.99,NA,NA,NA,/de-de/product/orchid-10311,2022-09-19
Sukkulenten,LEGO® Icons™,10309,18+,771,375,49.99,NA,NA,NA,/de-de/product/succulents-10309,2022-09-19
Hochgeschwindigkeitszug,Creator Expert,40518,7+,284,150,19.99,NA,NA,NA,/de-de/product/high-speed-train-40518,2022-09-19
LEGO® Titanic,LEGO® Icons™,10294,18+,9090,5100,679.99,"H: 18"" (44cm)","B: 7"" (16cm)","T: 54"" (135cm)",/de-de/product/lego-titanic-10294,2022-09-19
Vespa,Creator Expert,40517,9+,118,75,9.99,NA,NA,NA,/de-de/product/vespa-40517,2022-09-19
Camp Nou – FC Barcelona,LEGO® Icons™,10284,18+,5509,1485,329.99,"H: 8"" (20cm)","B: 20"" (49cm)","T: 19"" (46cm)",/de-de/product/camp-nou-fc-barcelona-10284,2022-09-19
Old Trafford - Manchester United,LEGO® Icons™,10272,16+,3898,2100,279.99,"H: 8"" (19cm)","B: 16"" (39cm)","T: 19"" (47cm)",/de-de/product/old-trafford-manchester-united-10272,2022-09-19
Superman™ Schlüsselanhänger,DC,853952,6+,NA,45,5.99,NA,NA,NA,/de-de/product/superman-keyring-853952,2022-09-19
Ultimatives Abenteuerschloss,Disney™,43205,6+,698,750,99.99,NA,NA,NA,/de-de/product/ultimate-adventure-castle-43205,2022-09-19
The Haunted Mansion aus den Disney Parks,Disney™,40521,12+,680,300,39.99,NA,NA,NA,/de-de/product/mini-disney-the-haunted-mansion-40521,2022-09-19
Micky Maus,Disney™,40456,8+,118,127,16.99,NA,NA,NA,/de-de/product/mickey-mouse-40456,2022-09-19
Minnie Maus,Disney™,40457,8+,140,127,16.99,NA,NA,NA,/de-de/product/minnie-mouse-40457,2022-09-19
Der Eispalast,Disney™,43197,14+,1709,1650,219.99,NA,NA,NA,/de-de/product/the-ice-castle-43197,2022-09-19
Micky Maus und Minnie Maus,Disney™,43179,18+,1739,1350,179.99,"H: 15"" (36cm)","B: 8"" (19cm)","T: 7"" (17cm)",/de-de/product/mickey-mouse-minnie-mouse-buildable-characters-43179,2022-09-19
Winnie Puh,Disney™,21326,18+,1265,750,99.99,"H: 10"" (24cm)","B: 8"" (18cm)","T: 9"" (22cm)",/de-de/product/winnie-the-pooh-21326,2022-09-19
Kleines Disney Schloss,Disney™,40478,12+,567,300,39.99,NA,NA,NA,/de-de/product/mini-disney-castle-40478,2022-09-19
Das Disney Schloss,Disney™,71040,16+,4080,2625,349.99,NA,NA,NA,/de-de/product/the-disney-castle-71040,2022-09-19
Disney's Mickey Mouse,Disney™,31202,18+,2658,900,119.99,NA,NA,NA,/de-de/product/disney-s-mickey-mouse-31202,2022-09-19
Arielles Unterwasserschloss,Disney™,43207,6+,498,750,99.99,NA,NA,NA,/de-de/product/ariel-s-underwater-palace-43207,2022-09-19
Belles Schloss,Disney™,43196,6+,505,750,99.99,"H: 11"" (27cm)","B: 13"" (32cm)",NA,/de-de/product/belle-and-the-beast-s-castle-43196,2022-09-19
Cinderellas Schloss,Disney™,43206,5+,365,637,84.99,NA,NA,NA,/de-de/product/cinderella-and-prince-charming-s-castle-43206,2022-09-19
"Auroras, Meridas und Tianas Zauberwerke",Disney™,43203,6+,558,487,64.99,NA,NA,NA,/de-de/product/aurora-merida-and-tiana-s-enchanted-creations-43203,2022-09-19
Rapunzels Turm,Disney™,43187,6+,369,487,64.99,NA,NA,NA,/de-de/product/rapunzel-s-tower-43187,2022-09-19
Belles und Rapunzels königliche Ställe,Disney™,43195,5+,239,375,49.99,"H: 10"" (24cm)","B: 13"" (33cm)","T: 3"" (7cm)",/de-de/product/belle-and-rapunzel-s-royal-stables-43195,2022-09-19
Das Haus der Madrigals,Disney™,43202,6+,587,375,49.99,NA,NA,NA,/de-de/product/the-madrigal-house-43202,2022-09-19
Elsas Eispalast,Disney™,10899,2+,59,375,49.99,NA,NA,NA,/de-de/product/frozen-ice-castle-10899,2022-09-19
Mickys Feuerwehrstation und Feuerwehrauto,Disney™,10776,4+,144,375,49.99,NA,NA,NA,/de-de/product/mickey-friends-fire-truck-station-10776,2022-09-19
Minnies Haus mit Café,Disney™,10942,2+,91,375,49.99,NA,NA,NA,/de-de/product/minnie-s-house-and-cafe-10942,2022-09-19
Annas und Elsas Wintermärchen,Disney™,43194,4+,154,337,44.99,"H: 10"" (23cm)","B: 6"" (13cm)",NA,/de-de/product/anna-and-elsa-s-frozen-wonderland-43194,2022-09-19
Jasmins und Mulans Abenteuer,Disney™,43208,5+,176,337,44.99,NA,NA,NA,/de-de/product/jasmine-and-mulan-s-adventure-43208,2022-09-19
Cinderellas königliche Kutsche,Disney™,43192,6+,237,300,39.99,NA,NA,NA,/de-de/product/cinderella-s-royal-carriage-43192,2022-09-19
Elsas Schmuckkästchen,Die Eiskönigin,41168,6+,300,300,39.99,NA,NA,NA,/de-de/product/elsa-s-jewelry-box-creation-41168,2022-09-19
Mickys und Minnies Geburtstagszug,Disney™,10941,2+,22,262,34.99,NA,NA,NA,/de-de/product/mickey-minnie-birthday-train-10941,2022-09-19
Elsa und die Rentierkutsche,Die Eiskönigin,41166,4+,116,225,29.99,NA,NA,NA,/de-de/product/elsa-s-wagon-adventure-41166,2022-09-19
Mickys und Donald Duck's Farm,Disney™,10775,4+,118,225,29.99,NA,NA,NA,/de-de/product/mickey-mouse-donald-duck-s-farm-10775,2022-09-19
"Märchenbuch Abenteuer mit Arielle, Belle, Cinderella und Tiana",Disney™,43193,5+,130,187,24.99,"H: 4"" (8cm)","B: 10"" (23cm)","T: 5"" (12cm)",/de-de/product/ariel-belle-cinderella-and-tiana-s-storybook-adventures-43193,2022-09-19
Antonios magische Tür,Disney™,43200,5+,99,150,19.99,NA,NA,NA,/de-de/product/antonio-s-magical-door-43200,2022-09-19
Belles Ballsaal,Disney™,10960,2+,23,150,19.99,NA,NA,NA,/de-de/product/belle-s-ballroom-10960,2022-09-19
Elsas Märchenbuch,Disney™,43189,5+,125,150,19.99,NA,NA,NA,/de-de/product/elsa-and-the-nokk-storybook-adventures-43189,2022-09-19
Elsas und Olafs Eis-Café,Disney™,10920,2+,17,150,19.99,NA,NA,NA,/de-de/product/elsa-and-olaf-s-tea-party-10920,2022-09-19
Isabelas magische Tür,Disney™,43201,5+,114,150,19.99,NA,NA,NA,/de-de/product/isabela-s-magical-door-43201,2022-09-19
Mickys und Minnies Weltraumrakete,Disney™,10774,4+,88,150,19.99,NA,NA,NA,/de-de/product/mickey-mouse-minnie-mouse-s-space-rocket-10774,2022-09-19
Minnies Eisdiele,Disney™,10773,4+,100,150,19.99,NA,NA,NA,/de-de/product/minnie-mouse-s-ice-cream-shop-10773,2022-09-19
Elsa und Nokks Eisstall,Disney™,43209,4+,53,112,14.99,NA,NA,NA,/de-de/product/elsa-and-the-nokk-s-ice-stable-43209,2022-09-19
Annas Schlosshof,Disney™,43198,5+,74,75,9.99,NA,NA,NA,/de-de/product/anna-s-castle-courtyard-43198,2022-09-19
Elsas Schlosshof,Disney™,43199,5+,53,75,9.99,NA,NA,NA,/de-de/product/elsa-s-castle-courtyard-43199,2022-09-19
Mickys Propellerflugzeug,Disney™,10772,4+,59,75,9.99,NA,NA,NA,/de-de/product/mickey-mouse-s-propeller-plane-10772,2022-09-19
Enchanted Treasury,Disney™,5006808,6+,NA,112,14.99,NA,NA,NA,/de-de/product/enchanted-treasury-5006808,2022-09-19
LEGO® ǀ Disney Prinzessin Rätselabenteuer,Disney™,5005946,4+,NA,60,7.99,NA,NA,NA,/de-de/product/lego-disney-prinzessin-ratselabenteuer-5005946,2022-09-19
Goofy Key Chain,Disney™,854196,6+,NA,45,5.99,NA,NA,NA,/de-de/product/goofy-keyring-854196,2022-09-19
LEGO® l Disney Die Eiskönigin 2 Anna-Schlüsselanhänger,Die Eiskönigin,853969,6+,NA,45,5.99,NA,NA,NA,/de-de/product/lego-%C7%80-disney-frozen-2-anna-keyring-853969,2022-09-19
Micky Schlüsselanhänger,Disney™,853998,6+,NA,45,5.99,NA,NA,NA,/de-de/product/mickey-key-chain-853998,2022-09-19
Minnie Schlüsselanhänger,Disney™,853999,6+,NA,45,5.99,NA,NA,NA,/de-de/product/minnie-key-chain-853999,2022-09-19
Schlüsselanhänger mit Daisy Duck,Disney™,854112,6+,NA,45,5.99,NA,NA,NA,/de-de/product/daisy-duck-keyring-854112,2022-09-19
I-Aah Schlüsselanhänger,Disney™,854203,6+,NA,45,5.99,NA,NA,NA,/de-de/product/eeyore-keyring-854203,2022-09-19
LEGO® l Disney Die Eiskönigin 2 Elsa-Schlüsselanhänger,Die Eiskönigin,853968,6+,NA,45,5.99,NA,NA,NA,/de-de/product/lego-%C7%80-disney-frozen-2-elsa-keyring-853968,2022-09-19
Schlüsselanhänger mit Donald Duck,Disney™,854111,6+,NA,45,5.99,NA,NA,NA,/de-de/product/donald-duck-keyring-854111,2022-09-19
Winnie Puuh Schlüsselanhänger,Disney™,854191,6+,NA,45,5.99,NA,NA,NA,/de-de/product/winnie-the-pooh-keyring-854191,2022-09-19
Tigger,Disney™,854193,6+,NA,45,5.99,NA,NA,NA,/de-de/product/tigger-854193,2022-09-19
Micky & Minnie Kreativbox zum Schulanfang,DOTS,41964,6+,669,300,39.99,NA,NA,NA,/de-de/product/mickey-mouse-minnie-mouse-back-to-school-project-box-41964,2022-09-19
Mickys Armband-Kreativset,DOTS,41947,6+,349,225,29.99,NA,NA,NA,/de-de/product/mickey-friends-bracelets-mega-pack-41947,2022-09-19
Micky und Minnie Kreativ-Aufnäher,DOTS,41963,8+,95,52,6.99,NA,NA,NA,/de-de/product/mickey-mouse-minnie-mouse-stitch-on-patch-41963,2022-09-19
Mickys Burgabenteuer,Disney Mickey and Friends,10780,4+,215,375,49.99,NA,NA,NA,/de-de/product/mickey-and-friends-castle-defenders-10780,2022-09-19
"Micky, Minnie und Goofy auf dem Jahrmarkt",Disney Mickey and Friends,10778,4+,184,225,29.99,NA,NA,NA,/de-de/product/mickey-minnie-and-goofy-s-fairground-fun-10778,2022-09-19
Mickys und Minnies Campingausflug,Disney Mickey and Friends,10777,4+,103,150,19.99,NA,NA,NA,/de-de/product/mickey-mouse-and-minnie-mouse-s-camping-trip-10777,2022-09-19
XL-15-Sternjäger,Lightyear von Disney und Pixar,76832,8+,497,375,49.99,NA,NA,NA,/de-de/product/xl-15-spaceship-76832,2022-09-19
Duell mit Zurg,Lightyear von Disney und Pixar,76831,7+,261,262,34.99,NA,NA,NA,/de-de/product/zurg-battle-76831,2022-09-19
Zyclops-Verfolgungsjagd,Lightyear von Disney und Pixar,76830,4+,87,150,19.99,NA,NA,NA,/de-de/product/zyclops-chase-76830,2022-09-19
Designer-Set Muster,DOTS,41961,8+,1096,487,64.99,NA,NA,NA,/de-de/product/designer-toolkit-patterns-41961,2022-09-19
Einhorn Familienkreativset,DOTS,41962,6+,707,375,49.99,NA,NA,NA,/de-de/product/unicorn-creative-family-pack-41962,2022-09-19
Großes Message-Board,DOTS,41952,8+,943,300,39.99,NA,NA,NA,/de-de/product/big-message-board-41952,2022-09-19
Ultimatives Designer-Set,DOTS,41938,7+,849,300,39.99,NA,NA,NA,/de-de/product/creative-designer-box-41938,2022-09-19
Eiscreme Bilderrahmen & Armband,DOTS,41956,6+,474,225,29.99,NA,NA,NA,/de-de/product/ice-cream-picture-frames-bracelet-41956,2022-09-19
Kreativ-Aufkleber Set,DOTS,41957,6+,486,225,29.99,NA,NA,NA,/de-de/product/adhesive-patches-mega-pack-41957,2022-09-19
Kreativset Sommerspaß,DOTS,41937,6+,441,225,29.99,NA,NA,NA,/de-de/product/multi-pack-summer-vibes-41937,2022-09-19
Taschenanhänger Kreativset,DOTS,41949,6+,228,225,29.99,NA,NA,NA,/de-de/product/bag-tags-mega-pack-messaging-41949,2022-09-19
Cupcake Partyset,DOTS,41926,6+,623,187,24.99,NA,NA,NA,/de-de/product/creative-party-kit-41926,2022-09-19
Große Box,DOTS,41960,7+,479,187,24.99,NA,NA,NA,/de-de/product/big-box-41960,2022-09-19
Bananen Stiftehalter,DOTS,41948,6+,438,150,19.99,NA,NA,NA,/de-de/product/cute-banana-pen-holder-41948,2022-09-19
Ergänzungsset XXL,DOTS,41935,6+,1040,150,19.99,NA,NA,NA,/de-de/product/lots-of-dots-41935,2022-09-19
Ergänzungsset XXL – Botschaften,DOTS,41950,6+,722,150,19.99,NA,NA,NA,/de-de/product/lots-of-dots-lettering-41950,2022-09-19
Message Board,DOTS,41951,6+,531,150,19.99,NA,NA,NA,/de-de/product/message-board-41951,2022-09-19
Panda Ablageschale,DOTS,41959,6+,517,150,19.99,NA,NA,NA,/de-de/product/cute-panda-tray-41959,2022-09-19
Raketen Stiftehalter,DOTS,41936,6+,321,150,19.99,NA,NA,NA,/de-de/product/pencil-holder-41936,2022-09-19
6er-Set Gelschreiber,DOTS,5006275,6+,NA,127,16.99,NA,NA,NA,/de-de/product/gel-pen-6-pack-5006275,2022-09-19
Kreativ-Aufkleber,DOTS,41954,6+,95,52,6.99,NA,NA,NA,/de-de/product/adhesive-patch-41954,2022-09-19
Kreativ-Aufnäher,DOTS,41955,8+,95,52,6.99,NA,NA,NA,/de-de/product/stitch-on-patch-41955,2022-09-19
Regenbogen Armband mit Anhängern,DOTS,41953,6+,37,52,6.99,NA,NA,NA,/de-de/product/rainbow-bracelet-with-charms-41953,2022-09-19
DOTS Mini Bilderrahmen,DOTS,30556,6+,85,30,3.99,NA,NA,NA,/de-de/product/dots-mini-frame-30556,2022-09-19
Ergänzungsset Sport,DOTS,41958,6+,115,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-7-sport-41958,2022-09-19
Design Fun,DOTS,5007361,6+,NA,112,14.99,NA,NA,NA,/de-de/product/design-fun-5007361,2022-09-19
Friends Code Together,DOTS,5007365,6+,NA,60,7.99,NA,NA,NA,/de-de/product/friends-code-together-5007365,2022-09-19
Mosaic Design Sticker Book,DOTS,5007357,6+,NA,45,5.99,NA,NA,NA,/de-de/product/mosaic-design-sticker-book-5007357,2022-09-19
6er-Set Filzstifte,DOTS,5006274,6+,NA,127,16.99,NA,NA,NA,/de-de/product/marker-6-pack-5006274,2022-09-19
Notizheft mit Gummiband,DOTS,5006273,6+,NA,127,16.99,NA,NA,NA,/de-de/product/notebook-with-elastic-band-5006273,2022-09-19
Stifte-Etui,DOTS,5006277,6+,NA,75,9.99,NA,NA,NA,/de-de/product/hard-pencil-case-5006277,2022-09-19
Gaming Armband mit Anhängern,DOTS,41943,6+,37,52,6.99,NA,NA,NA,/de-de/product/gamer-bracelet-with-charms-41943,2022-09-19
Ergänzungsset Emojis,DOTS,41946,6+,118,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-6-41946,2022-09-19
Ergänzungsset Tiergesichter,DOTS,41931,6+,105,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-4-41931,2022-09-19
Ergänzungsset Urlaub,DOTS,41932,6+,120,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-5-41932,2022-09-19
Ergänzungsset Geheimnisse,DOTS,41921,6+,107,30,3.99,NA,NA,NA,/de-de/product/extra-dots-series-3-41921,2022-09-19
Kaktus Armband,DOTS,41922,6+,33,31,6.99,NA,NA,NA,/de-de/product/cool-cactus-bracelet-41922,2022-09-19
Taschenanhänger Einhorn,DOTS,41940,6+,80,52,6.99,NA,NA,NA,/de-de/product/bag-tag-unicorn-41940,2022-09-19
Candy Kitty Armband & Taschenanhänger,DOTS,41944,6+,188,112,14.99,NA,NA,NA,/de-de/product/candy-kitty-bracelet-bag-tag-41944,2022-09-19
Neon-Tiger Armband & Taschenanhänger,DOTS,41945,6+,188,112,14.99,NA,NA,NA,/de-de/product/neon-tiger-bracelet-bag-tag-41945,2022-09-19
Musik Armband,DOTS,41933,6+,33,31,6.99,NA,NA,NA,/de-de/product/music-bracelet-41933,2022-09-19
Taschenanhänger Drache,DOTS,41939,6+,82,52,6.99,NA,NA,NA,/de-de/product/bag-tag-dragon-41939,2022-09-19
Taschenanhänger Leopard,DOTS,41929,6+,84,31,6.99,NA,NA,NA,/de-de/product/bag-tag-leopard-41929,2022-09-19
Taschenanhänger Narwal,DOTS,41928,6+,85,31,6.99,NA,NA,NA,/de-de/product/bag-tag-narwhal-41928,2022-09-19
Wilde Tiere Europas,DUPLO®,10979,2+,85,450,59.99,NA,NA,NA,/de-de/product/wild-animals-of-europe-10979,2022-09-19
Lebkuchenhaus mit Weihnachtsmann,DUPLO®,10976,2+,50,262,34.99,NA,NA,NA,/de-de/product/santa-s-gingerbread-house-10976,2022-09-19
Feuerwehrauto,DUPLO®,10969,2+,21,225,29.99,NA,NA,NA,/de-de/product/fire-engine-10969,2022-09-19
Meine riesige Welt,LEGO® Education,45028,2-6,480,2025,269.99,NA,NA,NA,/de-de/product/lego-education-my-xl-world-45028,2022-09-19
Digi-Zug,DUPLO®,45025,2-5,234,1875,249.99,NA,NA,NA,/de-de/product/coding-express-45025,2022-09-19
Maschinentechnik,LEGO® Education,45002,3-6,95,1800,239.99,NA,NA,NA,/de-de/product/tech-machines-45002,2022-09-19
STEAM Park,LEGO® Education,45024,3-5,295,1500,199.99,NA,NA,NA,/de-de/product/steam-park-45024,2022-09-19
Röhren,LEGO® Education,45026,3-6,150,1162,154.99,NA,NA,NA,/de-de/product/tubes-45026,2022-09-19
Erlebnispark,DUPLO®,10956,2+,95,975,129.99,NA,NA,NA,/de-de/product/amusement-park-10956,2022-09-19
Große Baustelle mit Licht und Ton,DUPLO®,10933,2+,123,975,129.99,NA,NA,NA,/de-de/product/tower-crane-construction-10933,2022-09-19
Güterzug,DUPLO®,10875,2-5,105,975,129.99,NA,NA,NA,/de-de/product/cargo-train-10875,2022-09-19
Wilde Tiere der Welt,DUPLO®,10975,2+,141,975,129.99,NA,NA,NA,/de-de/product/wild-animals-of-the-world-10975,2022-09-19
Feuerwehrwache mit Hubschrauber,DUPLO®,10970,2+,117,750,99.99,NA,NA,NA,/de-de/product/fire-station-helicopter-10970,2022-09-19
Glückliche Kindheitsmomente,DUPLO®,10943,2+,227,750,99.99,NA,NA,NA,/de-de/product/happy-childhood-moments-10943,2022-09-19
Parkhaus mit Autowaschanlage,DUPLO®,10948,2+,112,750,99.99,NA,NA,NA,/de-de/product/car-park-and-car-wash-10948,2022-09-19
Wilde Tiere Asiens,DUPLO®,10974,2+,116,750,99.99,NA,NA,NA,/de-de/product/wild-animals-of-asia-10974,2022-09-19
"Scheune, Traktor und Tierpflege",DUPLO®,10952,2+,97,525,69.99,NA,NA,NA,/de-de/product/barn-tractor-farm-animal-care-10952,2022-09-19
Dampfeisenbahn,DUPLO®,10874,2-5,59,487,64.99,NA,NA,NA,/de-de/product/steam-train-10874,2022-09-19
LEGO® DUPLO® Bausteine - Großer Tierspaß,DUPLO®,10934,1½+,175,450,59.99,NA,NA,NA,/de-de/product/creative-animals-10934,2022-09-19
Spider-Man &amp; Friends: Jahrmarktabenteuer,DUPLO®,10963,2+,41,450,59.99,NA,NA,NA,/de-de/product/spider-man-friends-funfair-adventure-10963,2022-09-19
Unser Wohnhaus,DUPLO®,10929,2+,129,450,59.99,NA,NA,NA,/de-de/product/modular-playhouse-10929,2022-09-19
LEGO® DUPLO® Deluxe Steinebox,DUPLO®,10914,1½+,85,375,49.99,NA,NA,NA,/de-de/product/deluxe-brick-box-10914,2022-09-19
Polizeistation mit Hubschrauber,DUPLO®,10959,2+,40,375,49.99,NA,NA,NA,/de-de/product/police-station-helicopter-10959,2022-09-19
Rennwagen,DUPLO®,10947,2+,44,375,49.99,NA,NA,NA,/de-de/product/race-cars-10947,2022-09-19
Wilde Tiere Südamerikas,DUPLO®,10973,2+,71,375,49.99,NA,NA,NA,/de-de/product/wild-animals-of-south-america-10973,2022-09-19
Badewannenspaß: Schwimmende Tierinsel,DUPLO®,10966,1½+,20,337,44.99,NA,NA,NA,/de-de/product/bath-time-fun-floating-animal-island-10966,2022-09-19
Kreativer Bauspaß,DUPLO®,10978,1½+,120,337,44.99,NA,NA,NA,/de-de/product/creative-building-time-10978,2022-09-19
Mein erstes Hündchen & Kätzchen – mit Ton,DUPLO®,10977,1½+,22,337,44.99,NA,NA,NA,/de-de/product/my-first-puppy-kitten-with-sounds-10977,2022-09-19
Buzz Lightyears Planetenmission,DUPLO®,10962,2+,37,262,34.99,NA,NA,NA,/de-de/product/buzz-lightyear-s-planetary-mission-10962,2022-09-19
Familienabenteuer mit Campingbus,DUPLO®,10946,2+,30,225,29.99,NA,NA,NA,/de-de/product/family-camping-van-adventure-10946,2022-09-19
Flugzeug und Flughafen,DUPLO®,10961,2+,28,225,29.99,NA,NA,NA,/de-de/product/airplane-airport-10961,2022-09-19
LEGO® DUPLO® Steinebox,DUPLO®,10913,1½+,65,225,29.99,NA,NA,NA,/de-de/product/brick-box-10913,2022-09-19
Mein erster ABC-Lastwagen,DUPLO®,10915,1½+,36,225,29.99,NA,NA,NA,/de-de/product/alphabet-truck-10915,2022-09-19
Pferdestall und Ponypflege,DUPLO®,10951,2+,65,225,29.99,NA,NA,NA,/de-de/product/horse-stable-and-pony-care-10951,2022-09-19
Eisenbahnbrücke und Schienen,DUPLO®,10872,2-5,26,187,24.99,NA,NA,NA,/de-de/product/train-bridge-and-tracks-10872,2022-09-19
Arztbesuch,DUPLO®,10968,2+,34,150,19.99,NA,NA,NA,/de-de/product/doctor-visit-10968,2022-09-19
Badewannenspaß: Schwimmender Tierzug,DUPLO®,10965,1½+,14,150,19.99,NA,NA,NA,/de-de/product/bath-time-fun-floating-animal-train-10965,2022-09-19
Bagger und Laster,DUPLO®,10931,2+,20,150,19.99,NA,NA,NA,/de-de/product/truck-tracked-excavator-10931,2022-09-19
Dinosaurier Kindergarten,DUPLO®,10938,2+,27,150,19.99,NA,NA,NA,/de-de/product/dinosaur-nursery-10938,2022-09-19
Eisenbahn Schienen,DUPLO®,10882,2-5,23,150,19.99,NA,NA,NA,/de-de/product/train-tracks-10882,2022-09-19
Mein erster Tierzug,DUPLO®,10955,1½+,15,150,19.99,NA,NA,NA,/de-de/product/animal-train-10955,2022-09-19
Müllabfuhr und Wertstoffhof,DUPLO®,10945,2+,19,150,19.99,NA,NA,NA,/de-de/product/garbage-truck-and-recycling-10945,2022-09-19
Spaceshuttle Weltraummission,DUPLO®,10944,2+,23,150,19.99,NA,NA,NA,/de-de/product/space-shuttle-mission-10944,2022-09-19
Traktor und Tierpflege,DUPLO®,10950,2+,27,150,19.99,NA,NA,NA,/de-de/product/farm-tractor-animal-care-10950,2022-09-19
Wilde Tiere des Ozeans,DUPLO®,10972,2+,32,150,19.99,NA,NA,NA,/de-de/product/wild-animals-of-the-ocean-10972,2022-09-19
Zahlenzug – Zählen lernen,DUPLO®,10954,1½+,23,150,19.99,NA,NA,NA,/de-de/product/number-train-learn-to-count-10954,2022-09-19
LEGO® DUPLO® Bauplatte in Grün,DUPLO®,10980,1½+,1,112,14.99,NA,NA,NA,/de-de/product/lego-duplo-green-building-plate-10980,2022-09-19
Badewannenspaß: Schwimmender Panda,DUPLO®,10964,1½+,5,75,9.99,NA,NA,NA,/de-de/product/bath-time-fun-floating-red-panda-10964,2022-09-19
Mein erster Feuerwehrhubschrauber und mein erstes Polizeiauto,DUPLO®,10957,1½+,14,75,9.99,NA,NA,NA,/de-de/product/fire-helicopter-police-car-10957,2022-09-19
Mein erstes Einhorn,DUPLO®,10953,1½+,8,75,9.99,NA,NA,NA,/de-de/product/unicorn-10953,2022-09-19
Polizeimotorrad,DUPLO®,10967,2+,5,75,9.99,NA,NA,NA,/de-de/product/police-motorcycle-10967,2022-09-19
Radlader,DUPLO®,10930,2+,10,75,9.99,NA,NA,NA,/de-de/product/bulldozer-10930,2022-09-19
Tierpflege auf dem Bauernhof,DUPLO®,10949,2+,11,75,9.99,NA,NA,NA,/de-de/product/farm-animal-care-10949,2022-09-19
Wilde Tiere Afrikas,DUPLO®,10971,2+,10,75,9.99,NA,NA,NA,/de-de/product/wild-animals-of-africa-10971,2022-09-19
Rucksack – Citrus,DUPLO®,5007544,4-6,NA,360,47.99,NA,NA,NA,/de-de/product/block-backpack-citrus-5007544,2022-09-19
Affen-Rucksack,DUPLO®,5006495,3+,NA,337,44.99,NA,NA,NA,/de-de/product/backpack-monkey-5006495,2022-09-19
